0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
5,4,1,5,1,0.00651444,0,2,"32,16,2,32,2",0,0,-1,-1,-1
5,3,1,4,1,0.000226802,1,2,"32,8,2,16,2",0,0,-1,-1,-1
5,2,1,4,2,0.000111315,2,2,"32,4,2,16,3",0,0,-1,-1,-1
5,1,1,4,3,6.9069e-05,3,2,"32,2,2,16,4",0,0,-1,-1,-1
5,1,1,3,4,4.26994e-05,4,2,"32,2,2,8,6",0,0,-1,-1,-1
5,0,1,3,5,2.73184e-05,5,2,"32,1,2,8,8",0,0,-1,-1,-1
5,0,1,2,6,1.90734e-05,6,2,"32,1,2,4,12",0,0,-1,-1,-1
4,0,1,2,7,1.76411e-05,7,2,"16,1,2,4,16",0,0,-1,-1,-1
5,0,1,2,8,1.52401e-05,8,2,"32,1,2,4,24",1,1,1,1,1
